category,n_factors,avg_auc,best_auc,avg_lift,effective_rate
A_JRDB指数乖離,12,0.5404410619978164,0.592455606524588,1.705159816757073,0.5833333333333334
H_調教,5,0.537521727525372,0.5879424652975177,1.2571135000018805,0.5
G_騎手調教師,6,0.512489568356146,0.5325809945457868,1.5530451365521305,0.3333333333333333
B_オッズ乖離,7,0.5108236657959636,0.5552973664912976,1.2825445875812034,0.42857142857142855
D_タイム,7,0.5103022511728763,0.5301655423337905,1.18870149810028,0.2857142857142857
I_ローテクラス,8,0.5090083829233132,0.53974115124797,1.1666508867813612,0.125
E_適性,7,0.5072607843945608,0.5229077566489566,1.1564480061711393,0.14285714285714285
F_脚質展開,8,0.5057462409345711,0.5360912666536151,1.0501639799352849,0.25
C_スタート不利,8,0.5032363494196608,0.510535600941071,1.1974266666721267,0.0
